ナンバーズ３４,データダウンロードサービス,http://toe.jp/numbers34/,,,,,,,,,,
回別,抽選日,当せん番号,ストレート口数,ストレート金額,ボックス口数,ボックス金額,セットストレート口数,セットストレート金額,セットボックス口数,セットボックス金額,ミニ口数,ミニ金額
第488回,12/28(月),115,0,"64,300",0,"21,400",0,"42,800",0,"10,700",0,"6,400"
第487回,12/25(金),856,0,"100,300",0,"16,700",0,"58,500",0,"8,300",0,"10,000"
第486回,12/23(水),932,0,"93,600",0,"15,600",0,"54,600",0,"7,800",0,"9,300"
第485回,12/21(月),485,0,"94,700",0,"15,700",0,"55,200",0,"7,800",0,"9,400"
第484回,12/18(金),899,0,"99,800",0,"33,200",0,"66,500",0,"16,600",0,"9,900"
第483回,12/16(水),75,0,"102,800",0,"17,100",0,"59,900",0,"8,500",0,"10,200"
第482回,12/14(月),818,0,"89,400",0,"29,800",0,"59,600",0,"14,900",0,"8,900"
第481回,12/11(金),550,0,"84,900",0,"28,300",0,"56,600",0,"14,100",0,"8,400"
第480回,12/09(水),335,0,"75,700",0,"25,200",0,"50,400",0,"12,600",0,"7,500"
第479回,12/07(月),962,0,"92,300",0,"15,300",0,"53,800",0,"7,600",0,"9,200"
第478回,12/04(金),277,0,"108,700",0,"36,200",0,"72,400",0,"18,100",0,"10,800"
第477回,12/02(水),498,0,"131,400",0,"21,900",0,"76,600",0,"10,900",0,"13,100"
第476回,11/30(月),111,0,"39,800",0,0,0,0,0,0,0,"3,900"
第475回,11/27(金),583,0,"85,300",0,"14,200",0,"49,700",0,"7,100",0,"8,500"
第474回,11/25(水),41,0,"103,100",0,"17,100",0,"60,100",0,"8,500",0,"10,300"
第473回,11/23(月),407,0,"95,400",0,"15,900",0,"55,600",0,"7,900",0,"9,500"
第472回,11/20(金),616,0,"90,200",0,"30,000",0,"60,100",0,"15,000",0,"9,000"
第471回,11/18(水),301,0,"72,800",0,"12,100",0,"42,400",0,"6,000",0,"7,200"
第470回,11/16(月),577,0,"130,500",0,"43,500",0,"87,000",0,"21,700",0,"13,000"
第469回,11/13(金),949,0,"206,500",0,"68,800",0,"137,600",0,"34,400",0,"20,600"
第468回,11/11(水),687,0,"122,200",0,"20,300",0,"71,200",0,"10,100",0,"12,200"
第467回,11/09(月),882,0,"94,100",0,"31,300",0,"62,700",0,"15,600",0,"9,400"
第466回,11/06(金),256,0,"78,700",0,"13,100",0,"45,900",0,"6,500",0,"7,800"
第465回,11/04(水),95,0,"93,900",0,"15,600",0,"54,700",0,"7,800",0,"9,300"
第464回,11/02(月),86,0,"147,400",0,"24,500",0,"85,900",0,"12,200",0,"14,700"
第463回,10/30(金),994,0,"117,700",0,"39,200",0,"78,400",0,"19,600",0,"11,700"
第462回,10/28(水),292,0,"111,100",0,"37,000",0,"74,000",0,"18,500",0,"11,100"
第461回,10/26(月),190,0,"78,900",0,"13,100",0,"46,000",0,"6,500",0,"7,800"
第460回,10/23(金),150,0,"107,200",0,"17,800",0,"62,500",0,"8,900",0,"10,700"
第459回,10/21(水),620,0,"99,400",0,"16,500",0,"57,900",0,"8,200",0,"9,900"
第458回,10/19(月),383,0,"132,600",0,"44,200",0,"88,400",0,"22,100",0,"13,200"
第457回,10/16(金),189,0,"76,800",0,"12,800",0,"44,800",0,"6,400",0,"7,600"
第456回,10/14(水),887,0,"128,400",0,"42,800",0,"85,600",0,"21,400",0,"12,800"
第455回,10/12(月),612,0,"67,200",0,"11,200",0,"39,200",0,"5,600",0,"6,700"
第454回,10/09(金),713,0,"72,500",0,"12,000",0,"42,200",0,"6,000",0,"7,200"
第453回,10/07(水),102,0,"68,900",0,"11,400",0,"40,100",0,"5,700",0,"6,800"
第452回,10/05(月),666,0,"68,100",0,0,0,0,0,0,0,"6,800"
第451回,10/02(金),423,0,"82,200",0,"13,700",0,"47,900",0,"6,800",0,"8,200"
第450回,09/30(水),33,0,"120,700",0,"40,200",0,"80,400",0,"20,100",0,"12,000"
第449回,09/28(月),48,0,"117,900",0,"19,600",0,"68,700",0,"9,800",0,"11,700"
第448回,09/25(金),785,0,"131,600",0,"21,900",0,"76,700",0,"10,900",0,"13,100"
第447回,09/23(水),453,0,"101,600",0,"16,900",0,"59,200",0,"8,400",0,"10,100"
第446回,09/21(月),531,0,"56,800",0,"9,400",0,"33,100",0,"4,700",0,"5,600"
第445回,09/18(金),87,0,"113,200",0,"18,800",0,"66,000",0,"9,400",0,"11,300"
第444回,09/16(水),107,0,"88,400",0,"14,700",0,"51,500",0,"7,300",0,"8,800"
第443回,09/14(月),198,0,"90,000",0,"15,000",0,"52,500",0,"7,500",0,"9,000"
第442回,09/11(金),174,0,"79,300",0,"13,200",0,"46,200",0,"6,600",0,"7,900"
第441回,09/09(水),196,0,"94,100",0,"15,600",0,"54,800",0,"7,800",0,"9,400"
第440回,09/07(月),520,0,"96,200",0,"16,000",0,"56,100",0,"8,000",0,"9,600"
第439回,09/04(金),605,0,"97,900",0,"16,300",0,"57,100",0,"8,100",0,"9,700"
第438回,09/02(水),235,0,"59,200",0,"9,800",0,"34,500",0,"4,900",0,"5,900"
第437回,08/31(月),727,0,"75,500",0,"25,100",0,"50,300",0,"12,500",0,"7,500"
第436回,08/28(金),244,0,"113,400",0,"37,800",0,"75,600",0,"18,900",0,"11,300"
第435回,08/26(水),161,0,"123,800",0,"41,200",0,"82,500",0,"20,600",0,"12,300"
第434回,08/24(月),698,0,"139,700",0,"23,200",0,"81,400",0,"11,600",0,"13,900"
第433回,08/21(金),255,0,"101,300",0,"33,700",0,"67,500",0,"16,800",0,"10,100"
第432回,08/19(水),163,0,"70,300",0,"11,700",0,"41,000",0,"5,800",0,"7,000"
第431回,08/17(月),219,0,"81,100",0,"13,500",0,"47,300",0,"6,700",0,"8,100"
第430回,08/14(金),652,0,"94,000",0,"15,600",0,"54,800",0,"7,800",0,"9,400"
第429回,08/12(水),641,0,"99,700",0,"16,600",0,"58,100",0,"8,300",0,"9,900"
第428回,08/10(月),512,0,"62,400",0,"10,400",0,"36,400",0,"5,200",0,"6,200"
第427回,08/07(金),159,0,"98,300",0,"16,300",0,"57,300",0,"8,100",0,"9,800"
第426回,08/05(水),618,0,"70,000",0,"11,600",0,"40,800",0,"5,800",0,"7,000"
第425回,08/03(月),535,0,"121,900",0,"40,600",0,"81,200",0,"20,300",0,"12,100"
第424回,07/31(金),43,0,"86,100",0,"14,300",0,"50,200",0,"7,100",0,"8,600"
第423回,07/29(水),367,0,"88,800",0,"14,800",0,"51,800",0,"7,400",0,"8,800"
第422回,07/27(月),495,0,"127,800",0,"21,300",0,"74,500",0,"10,600",0,"12,700"
第421回,07/24(金),402,0,"102,400",0,"17,000",0,"59,700",0,"8,500",0,"10,200"
第420回,07/22(水),427,0,"64,600",0,"10,700",0,"37,600",0,"5,300",0,"6,400"
第419回,07/20(月),723,0,"61,300",0,"10,200",0,"35,700",0,"5,100",0,"6,100"
第418回,07/17(金),429,0,"76,300",0,"12,700",0,"44,500",0,"6,300",0,"7,600"
第417回,07/15(水),371,0,"79,700",0,"13,200",0,"46,400",0,"6,600",0,"7,900"
第416回,07/13(月),1,0,"126,800",0,"42,200",0,"84,500",0,"21,100",0,"12,600"
第415回,07/10(金),834,0,"110,200",0,"18,300",0,"64,200",0,"9,100",0,"11,000"
第414回,07/08(水),737,0,"107,100",0,"35,700",0,"71,400",0,"17,800",0,"10,700"
第413回,07/06(月),910,0,"86,400",0,"14,400",0,"50,400",0,"7,200",0,"8,600"
第412回,07/03(金),514,0,"68,400",0,"11,400",0,"39,900",0,"5,700",0,"6,800"
第411回,07/01(水),636,0,"140,600",0,"46,800",0,"93,700",0,"23,400",0,"14,000"
第410回,06/29(月),866,0,"159,900",0,"53,300",0,"106,600",0,"26,600",0,"15,900"
第409回,06/26(金),400,0,"164,000",0,"54,600",0,"109,300",0,"27,300",0,"16,400"
第408回,06/24(水),237,0,"75,800",0,"12,600",0,"44,200",0,"6,300",0,"7,500"
第407回,06/22(月),42,0,"104,100",0,"17,300",0,"60,700",0,"8,600",0,"10,400"
第406回,06/19(金),222,0,"62,500",0,0,0,0,0,0,0,"6,200"
第405回,06/17(水),891,0,"94,800",0,"15,800",0,"55,300",0,"7,900",0,"9,400"
第404回,06/15(月),109,0,"73,300",0,"12,200",0,"42,700",0,"6,100",0,"7,300"
第403回,06/12(金),431,0,"115,700",0,"19,200",0,"67,400",0,"9,600",0,"11,500"
第402回,06/10(水),58,0,"101,200",0,"16,800",0,"59,000",0,"8,400",0,"10,100"
第401回,06/08(月),354,0,"129,900",0,"21,600",0,"75,700",0,"10,800",0,"12,900"
第400回,06/05(金),596,0,"83,200",0,"13,800",0,"48,500",0,"6,900",0,"8,300"
第399回,06/03(水),816,0,"73,600",0,"12,200",0,"42,900",0,"6,100",0,"7,300"
第398回,06/01(月),274,0,"81,600",0,"13,600",0,"47,600",0,"6,800",0,"8,100"
第397回,05/29(金),345,0,"104,000",0,"17,300",0,"60,600",0,"8,600",0,"10,400"
第396回,05/27(水),963,0,"79,800",0,"13,300",0,"46,500",0,"6,600",0,"7,900"
第395回,05/25(月),440,0,"99,300",0,"33,100",0,"66,200",0,"16,500",0,"9,900"
第394回,05/22(金),729,0,"70,400",0,"11,700",0,"41,000",0,"5,800",0,"7,000"
第393回,05/20(水),29,0,"94,700",0,"15,700",0,"55,200",0,"7,800",0,"9,400"
第392回,05/18(月),426,0,"68,300",0,"11,300",0,"39,800",0,"5,600",0,"6,800"
第391回,05/15(金),66,0,"130,400",0,"43,400",0,"86,900",0,"21,700",0,"13,000"
第390回,05/13(水),956,0,"100,000",0,"16,600",0,"58,300",0,"8,300",0,"10,000"
第389回,05/11(月),275,0,"73,100",0,"12,100",0,"42,600",0,"6,000",0,"7,300"
第388回,05/08(金),227,0,"64,000",0,"21,300",0,"42,600",0,"10,600",0,"6,400"
第387回,05/06(水),396,0,"90,800",0,"15,100",0,"52,900",0,"7,500",0,"9,000"
第386回,05/04(月),578,0,"111,900",0,"18,600",0,"65,200",0,"9,300",0,"11,100"
第385回,05/01(金),332,0,"97,300",0,"32,400",0,"64,800",0,"16,200",0,"9,700"
第384回,04/29(水),690,0,"114,700",0,"19,100",0,"66,900",0,"9,500",0,"11,400"
第383回,04/27(月),81,0,"133,400",0,"22,200",0,"77,800",0,"11,100",0,"13,300"
第382回,04/24(金),606,0,"116,200",0,"38,700",0,"77,400",0,"19,300",0,"11,600"
第381回,04/22(水),885,0,"112,200",0,"37,400",0,"74,800",0,"18,700",0,"11,200"
第380回,04/20(月),820,0,"83,600",0,"13,900",0,"48,700",0,"6,900",0,"8,300"
第379回,04/17(金),649,0,"102,500",0,"17,000",0,"59,700",0,"8,500",0,"10,200"
第378回,04/15(水),75,0,"95,500",0,"15,900",0,"55,700",0,"7,900",0,"9,500"
第377回,04/13(月),155,0,"104,300",0,"34,700",0,"69,500",0,"17,300",0,"10,400"
第376回,04/10(金),274,0,"97,000",0,"16,100",0,"56,500",0,"8,000",0,"9,700"
第375回,04/08(水),994,0,"96,500",0,"32,100",0,"64,300",0,"16,000",0,"9,600"
第374回,04/06(月),409,0,"91,300",0,"15,200",0,"53,200",0,"7,600",0,"9,100"
第373回,04/03(金),417,0,"59,600",0,"9,900",0,"34,700",0,"4,900",0,"5,900"
第372回,04/01(水),202,0,"116,700",0,"38,900",0,"77,800",0,"19,400",0,"11,600"
第371回,03/30(月),798,0,"112,900",0,"18,800",0,"65,800",0,"9,400",0,"11,200"
第370回,03/27(金),91,0,"112,000",0,"18,600",0,"65,300",0,"9,300",0,"11,200"
第369回,03/25(水),135,0,"52,500",0,"8,700",0,"30,600",0,"4,300",0,"5,200"
第368回,03/23(月),805,0,"118,100",0,"19,600",0,"68,800",0,"9,800",0,"11,800"
第367回,03/20(金),778,0,"97,700",0,"32,500",0,"65,100",0,"16,200",0,"9,700"
第366回,03/18(水),841,0,"99,900",0,"16,600",0,"58,200",0,"8,300",0,"9,900"
第365回,03/16(月),887,0,"154,200",0,"51,400",0,"102,800",0,"25,700",0,"15,400"
第364回,03/13(金),908,0,"110,200",0,"18,300",0,"64,200",0,"9,100",0,"11,000"
第363回,03/11(水),458,0,"81,700",0,"13,600",0,"47,600",0,"6,800",0,"8,100"
第362回,03/09(月),640,0,"133,400",0,"22,200",0,"77,800",0,"11,100",0,"13,300"
第361回,03/06(金),965,0,"128,600",0,"21,400",0,"75,000",0,"10,700",0,"12,800"
第360回,03/04(水),965,0,"116,800",0,"19,400",0,"68,100",0,"9,700",0,"11,600"
第359回,03/02(月),277,0,"117,600",0,"39,200",0,"78,400",0,"19,600",0,"11,700"
第358回,02/27(金),469,0,"86,500",0,"14,400",0,"50,400",0,"7,200",0,"8,600"
第357回,02/25(水),756,0,"138,800",0,"23,100",0,"80,900",0,"11,500",0,"13,800"
第356回,02/23(月),852,0,"68,100",0,"11,300",0,"39,700",0,"5,600",0,"6,800"
第355回,02/20(金),487,0,"141,900",0,"23,600",0,"82,700",0,"11,800",0,"14,100"
第354回,02/18(水),750,0,"102,600",0,"17,100",0,"59,800",0,"8,500",0,"10,200"
第353回,02/16(月),996,0,"135,700",0,"45,200",0,"90,400",0,"22,600",0,"13,500"
第352回,02/13(金),38,0,"95,400",0,"15,900",0,"55,600",0,"7,900",0,"9,500"
第351回,02/11(水),417,0,"57,000",0,"9,500",0,"33,200",0,"4,700",0,"5,700"
第350回,02/09(月),638,0,"84,000",0,"14,000",0,"49,000",0,"7,000",0,"8,400"
第349回,02/06(金),431,0,"111,100",0,"18,500",0,"64,800",0,"9,200",0,"11,100"
第348回,02/04(水),394,0,"110,700",0,"18,400",0,"64,500",0,"9,200",0,"11,000"
第347回,02/02(月),718,0,"99,300",0,"16,500",0,"57,900",0,"8,200",0,"9,900"
第346回,01/30(金),0,0,"101,100",0,0,0,0,0,0,0,"10,100"
第345回,01/28(水),513,0,"61,600",0,"10,200",0,"35,900",0,"5,100",0,"6,100"
第344回,01/26(月),35,0,"82,700",0,"13,700",0,"48,200",0,"6,800",0,"8,200"
第343回,01/23(金),997,0,"152,200",0,"50,700",0,"101,400",0,"25,300",0,"15,200"
第342回,01/21(水),686,0,"162,600",0,"54,200",0,"108,400",0,"27,100",0,"16,200"
第341回,01/19(月),259,0,"52,300",0,"8,700",0,"30,500",0,"4,300",0,"5,200"
第340回,01/16(金),992,0,"139,100",0,"46,300",0,"92,700",0,"23,100",0,"13,900"
第339回,01/14(水),152,0,"78,900",0,"13,100",0,"46,000",0,"6,500",0,"7,800"
第338回,01/12(月),704,0,"90,700",0,"15,100",0,"52,900",0,"7,500",0,"9,000"
第337回,01/09(金),632,0,"81,400",0,"13,500",0,"47,400",0,"6,700",0,"8,100"
第336回,01/07(水),551,0,"98,400",0,"32,800",0,"65,600",0,"16,400",0,"9,800"
第335回,01/05(月),950,0,"86,700",0,"14,400",0,"50,500",0,"7,200",0,"8,600"
第334回,1997/12/29(月),480,0,"118,600",0,"19,700",0,"69,100",0,"9,800",0,"11,800"
第333回,12/26(金),238,0,"68,000",0,"11,300",0,"39,600",0,"5,600",0,"6,800"
第332回,12/24(水),167,0,"89,500",0,"14,900",0,"52,200",0,"7,400",0,"8,900"
第331回,12/22(月),196,0,"110,300",0,"18,300",0,"64,300",0,"9,100",0,"11,000"
第330回,12/19(金),179,0,"94,800",0,"15,800",0,"55,300",0,"7,900",0,"9,400"
第329回,12/17(水),543,0,"142,500",0,"23,700",0,"83,100",0,"11,800",0,"14,200"
第328回,12/15(月),736,0,"112,400",0,"18,700",0,"65,500",0,"9,300",0,"11,200"
第327回,12/12(金),980,0,"119,400",0,"19,900",0,"69,600",0,"9,900",0,"11,900"
第326回,12/10(水),930,0,"85,000",0,"14,100",0,"49,500",0,"7,000",0,"8,500"
第325回,12/08(月),531,0,"64,400",0,"10,700",0,"37,500",0,"5,300",0,"6,400"
第324回,12/05(金),805,0,"106,200",0,"17,700",0,"61,900",0,"8,800",0,"10,600"
第323回,12/03(水),375,0,"65,500",0,"10,900",0,"38,200",0,"5,400",0,"6,500"
第322回,12/01(月),64,0,"117,300",0,"19,500",0,"68,400",0,"9,700",0,"11,700"
第321回,11/28(金),429,0,"66,400",0,"11,000",0,"38,700",0,"5,500",0,"6,600"
第320回,11/26(水),598,0,"140,900",0,"23,400",0,"82,100",0,"11,700",0,"14,000"
第319回,11/24(月),395,0,"108,300",0,"18,000",0,"63,100",0,"9,000",0,"10,800"
第318回,11/21(金),537,0,"81,000",0,"13,500",0,"47,200",0,"6,700",0,"8,100"
第317回,11/19(水),190,0,"86,000",0,"14,300",0,"50,100",0,"7,100",0,"8,600"
第316回,11/17(月),218,0,"67,100",0,"11,100",0,"39,100",0,"5,500",0,"6,700"
第315回,11/14(金),137,0,"74,700",0,"12,400",0,"43,500",0,"6,200",0,"7,400"
第314回,11/12(水),242,0,"88,100",0,"29,300",0,"58,700",0,"14,600",0,"8,800"
第313回,11/10(月),69,0,"120,000",0,"20,000",0,"70,000",0,"10,000",0,"12,000"
第312回,11/07(金),68,0,"128,800",0,"21,400",0,"75,100",0,"10,700",0,"12,800"
第311回,11/05(水),104,0,"79,700",0,"13,200",0,"46,400",0,"6,600",0,"7,900"
第310回,11/03(月),575,0,"118,900",0,"39,600",0,"79,200",0,"19,800",0,"11,800"
第309回,10/31(金),777,0,"57,100",0,0,0,0,0,0,0,"5,700"
第308回,10/29(水),519,0,"79,200",0,"13,200",0,"46,200",0,"6,600",0,"7,900"
第307回,10/27(月),690,0,"122,400",0,"20,400",0,"71,400",0,"10,200",0,"12,200"
第306回,10/24(金),748,0,"110,300",0,"18,300",0,"64,300",0,"9,100",0,"11,000"
第305回,10/22(水),367,0,"108,100",0,"18,000",0,"63,000",0,"9,000",0,"10,800"
第304回,10/20(月),399,0,"118,700",0,"39,500",0,"79,100",0,"19,700",0,"11,800"
第303回,10/17(金),497,0,"125,100",0,"20,800",0,"72,900",0,"10,400",0,"12,500"
第302回,10/15(水),1,0,"103,100",0,"34,300",0,"68,700",0,"17,100",0,"10,300"
第301回,10/13(月),330,0,"67,000",0,"22,300",0,"44,600",0,"11,100",0,"6,700"
第300回,10/10(金),126,0,"64,900",0,"10,800",0,"37,800",0,"5,400",0,"6,400"
第299回,10/08(水),155,0,"101,600",0,"33,800",0,"67,700",0,"16,900",0,"10,100"
第298回,10/06(月),104,0,"42,800",0,"7,100",0,"24,900",0,"3,500",0,"4,200"
第297回,10/03(金),144,0,"108,200",0,"36,000",0,"72,100",0,"18,000",0,"10,800"
第296回,09/30(火),880,0,"112,100",0,"37,300",0,"74,700",0,"18,600",0,"11,200"
第295回,09/26(金),75,0,"114,000",0,"19,000",0,"66,500",0,"9,500",0,"11,400"
第294回,09/23(火),107,0,"87,400",0,"14,500",0,"50,900",0,"7,200",0,"8,700"
第293回,09/19(金),663,0,"96,200",0,"32,000",0,"64,100",0,"16,000",0,"9,600"
第292回,09/16(火),737,0,"149,000",0,"49,600",0,"99,300",0,"24,800",0,"14,900"
第291回,09/12(金),85,0,"130,600",0,"21,700",0,"76,100",0,"10,800",0,"13,000"
第290回,09/09(火),167,0,"120,300",0,"20,000",0,"70,100",0,"10,000",0,"12,000"
第289回,09/05(金),838,0,"122,300",0,"40,700",0,"81,500",0,"20,300",0,"12,200"
第288回,09/02(火),144,0,"87,900",0,"29,300",0,"58,600",0,"14,600",0,"8,700"
第287回,08/29(金),925,0,"54,300",0,"9,000",0,"31,600",0,"4,500",0,"5,400"
第286回,08/26(火),272,0,"100,300",0,"33,400",0,"66,800",0,"16,700",0,"10,000"
第285回,08/22(金),760,0,"137,100",0,"22,800",0,"79,900",0,"11,400",0,"13,700"
第284回,08/19(火),588,0,"115,100",0,"38,300",0,"76,700",0,"19,100",0,"11,500"
第283回,08/15(金),940,0,"144,600",0,"24,100",0,"84,300",0,"12,000",0,"14,400"
第282回,08/12(火),743,0,"95,100",0,"15,800",0,"55,400",0,"7,900",0,"9,500"
第281回,08/08(金),907,0,"123,500",0,"20,500",0,"72,000",0,"10,200",0,"12,300"
第280回,08/05(火),326,0,"54,900",0,"9,100",0,"32,000",0,"4,500",0,"5,400"
第279回,08/01(金),891,0,"81,500",0,"13,500",0,"47,500",0,"6,700",0,"8,100"
第278回,07/29(火),877,0,"149,700",0,"49,900",0,"99,800",0,"24,900",0,"14,900"
第277回,07/25(金),632,0,"84,300",0,"14,000",0,"49,100",0,"7,000",0,"8,400"
第276回,07/22(火),385,0,"69,600",0,"11,600",0,"40,600",0,"5,800",0,"6,900"
第275回,07/18(金),806,0,"137,900",0,"22,900",0,"80,400",0,"11,400",0,"13,700"
第274回,07/15(火),854,0,"108,300",0,"18,000",0,"63,100",0,"9,000",0,"10,800"
第273回,07/11(金),526,0,"72,400",0,"12,000",0,"42,200",0,"6,000",0,"7,200"
第272回,07/08(火),783,0,"94,900",0,"15,800",0,"55,300",0,"7,900",0,"9,400"
第271回,07/04(金),823,0,"66,600",0,"11,100",0,"38,800",0,"5,500",0,"6,600"
第270回,07/01(火),793,0,"108,100",0,"18,000",0,"63,000",0,"9,000",0,"10,800"
第269回,06/27(金),782,0,"109,700",0,"18,200",0,"63,900",0,"9,100",0,"10,900"
第268回,06/24(火),24,0,"91,700",0,"15,200",0,"53,400",0,"7,600",0,"9,100"
第267回,06/20(金),93,0,"119,900",0,"19,900",0,"69,900",0,"9,900",0,"11,900"
第266回,06/17(火),972,0,"121,500",0,"20,200",0,"70,800",0,"10,100",0,"12,100"
第265回,06/13(金),928,0,"68,500",0,"11,400",0,"39,900",0,"5,700",0,"6,800"
第264回,06/10(火),362,0,"79,300",0,"13,200",0,"46,200",0,"6,600",0,"7,900"
第263回,06/06(金),839,0,"80,900",0,"13,400",0,"47,100",0,"6,700",0,"8,000"
第262回,06/03(火),42,0,"117,900",0,"19,600",0,"68,700",0,"9,800",0,"11,700"
第261回,05/30(金),596,0,"98,000",0,"16,300",0,"57,100",0,"8,100",0,"9,800"
第260回,05/27(火),61,0,"126,600",0,"21,100",0,"73,800",0,"10,500",0,"12,600"
第259回,05/23(金),216,0,"59,500",0,"9,900",0,"34,700",0,"4,900",0,"5,900"
第258回,05/20(火),447,0,"85,500",0,"28,500",0,"57,000",0,"14,200",0,"8,500"
第257回,05/16(金),935,0,"85,800",0,"14,300",0,"50,000",0,"7,100",0,"8,500"
第256回,05/13(火),88,0,"107,300",0,"35,700",0,"71,500",0,"17,800",0,"10,700"
第255回,05/09(金),770,0,"92,100",0,"30,700",0,"61,400",0,"15,300",0,"9,200"
第254回,05/06(火),238,0,"78,100",0,"13,000",0,"45,500",0,"6,500",0,"7,800"
第253回,05/02(金),616,0,"88,500",0,"29,500",0,"59,000",0,"14,700",0,"8,800"
第252回,04/29(火),4,0,"184,900",0,"61,600",0,"123,200",0,"30,800",0,"18,400"
第251回,04/25(金),227,0,"76,300",0,"25,400",0,"50,800",0,"12,700",0,"7,600"
第250回,04/22(火),180,0,"110,900",0,"18,400",0,"64,600",0,"9,200",0,"11,000"
第249回,04/18(金),624,0,"67,500",0,"11,200",0,"39,300",0,"5,600",0,"6,700"
第248回,04/15(火),193,0,"82,300",0,"13,700",0,"48,000",0,"6,800",0,"8,200"
第247回,04/11(金),537,0,"74,900",0,"12,400",0,"43,600",0,"6,200",0,"7,400"
第246回,04/08(火),593,0,"65,000",0,"10,800",0,"37,900",0,"5,400",0,"6,500"
第245回,04/04(金),827,0,"96,000",0,"16,000",0,"56,000",0,"8,000",0,"9,600"
第244回,04/01(火),140,0,"85,300",0,"14,200",0,"49,700",0,"7,100",0,"8,500"
第243回,03/28(金),608,0,"119,800",0,"19,900",0,"69,800",0,"9,900",0,"11,900"
第242回,03/25(火),66,0,"123,100",0,"41,000",0,"82,000",0,"20,500",0,"12,300"
第241回,03/21(金),400,0,"150,200",0,"50,000",0,"100,100",0,"25,000",0,"15,000"
第240回,03/18(火),229,0,"59,200",0,"19,700",0,"39,400",0,"9,800",0,"5,900"
第239回,03/14(金),741,0,"55,400",0,"9,200",0,"32,300",0,"4,600",0,"5,500"
第238回,03/11(火),414,0,"65,900",0,"21,900",0,"43,900",0,"10,900",0,"6,500"
第237回,03/07(金),648,0,"100,500",0,"16,700",0,"58,600",0,"8,300",0,"10,000"
第236回,03/04(火),830,0,"90,200",0,"15,000",0,"52,600",0,"7,500",0,"9,000"
第235回,02/28(金),582,0,"63,500",0,"10,500",0,"37,000",0,"5,200",0,"6,300"
第234回,02/25(火),317,0,"59,800",0,"9,900",0,"34,800",0,"4,900",0,"5,900"
第233回,02/21(金),65,0,"109,100",0,"18,100",0,"63,600",0,"9,000",0,"10,900"
第232回,02/18(火),945,0,"98,600",0,"16,400",0,"57,500",0,"8,200",0,"9,800"
第231回,02/14(金),523,0,"62,400",0,"10,400",0,"36,400",0,"5,200",0,"6,200"
第230回,02/11(火),383,0,"121,100",0,"40,300",0,"80,700",0,"20,100",0,"12,100"
第229回,02/07(金),409,0,"100,000",0,"16,600",0,"58,300",0,"8,300",0,"10,000"
第228回,02/04(火),14,0,"111,000",0,"18,500",0,"64,700",0,"9,200",0,"11,100"
第227回,01/31(金),188,0,"115,000",0,"38,300",0,"76,600",0,"19,100",0,"11,500"
第226回,01/28(火),952,0,"57,400",0,"9,500",0,"33,400",0,"4,700",0,"5,700"
第225回,01/24(金),751,0,"90,000",0,"15,000",0,"52,500",0,"7,500",0,"9,000"
第224回,01/21(火),466,0,"128,900",0,"42,900",0,"85,900",0,"21,400",0,"12,800"
第223回,01/17(金),333,0,"67,800",0,0,0,0,0,0,0,"6,700"
第222回,01/14(火),227,0,"71,100",0,"23,700",0,"47,400",0,"11,800",0,"7,100"
第221回,01/10(金),514,0,"67,600",0,"11,200",0,"39,400",0,"5,600",0,"6,700"
第220回,01/07(火),112,0,"54,500",0,"18,100",0,"36,300",0,"9,000",0,"5,400"
第219回,1996/12/27(金),260,0,"118,800",0,"19,800",0,"69,300",0,"9,900",0,"11,800"
第218回,12/24(火),594,0,"106,200",0,"17,700",0,"61,900",0,"8,800",0,"10,600"
第217回,12/20(金),712,0,"48,600",0,"8,100",0,"28,300",0,"4,000",0,"4,800"
第216回,12/17(火),337,0,"102,600",0,"34,200",0,"68,400",0,"17,100",0,"10,200"
第215回,12/13(金),215,0,"45,600",0,"7,600",0,"26,600",0,"3,800",0,"4,500"
第214回,12/10(火),870,0,"145,300",0,"24,200",0,"84,700",0,"12,100",0,"14,500"
第213回,12/06(金),502,0,"80,800",0,"13,400",0,"47,100",0,"6,700",0,"8,000"
